source,target,date_min
file4365,file4367,1560-07-27
file4365,file4381,1560-07-27
file4365,file4394,1560-07-27
file4365,file4402,1560-07-27
file4365,file4392,1560-07-27
file4365,file4403,1560-07-27
file4365,file4366,1560-07-27
file4366,file4402,1560-07-27
file4366,file4392,1560-07-27
file4366,file4403,1560-07-27
file4366,file4394,1560-07-27
file4366,file4367,1560-07-27
file4366,file4381,1560-07-27
file4367,file4381,1560-07-28
file4367,file4402,1560-07-28
file4367,file4392,1560-07-28
file4367,file4403,1560-07-28
file4367,file4394,1560-07-28
file4368,file4397,1560-07-28
file4369,file4370,1560-07-29
file437,file441,1549-02-18
file437,file454,1549-02-18
file4375,file4423,1560-08-01
file4375,file4376,1560-08-01
file4375,file4388,1560-08-01
file4376,file4388,1560-08-02
file4376,file4423,1560-08-02
file4378,file4395,1560-08-03
file4380,file4420,1560-08-04
file4381,file4394,1560-08-05
file4381,file4402,1560-08-05
file4381,file4419,1560-08-05
file4381,file4392,1560-08-05
file4381,file4403,1560-08-05
file4381,file4434,1560-08-05
file4382,file4409,1560-08-06
file4384,file4410,1560-08-07
file4386,file4435,1560-08-09
file4386,file4396,1560-08-09
file4386,file4405,1560-08-09
file4386,file4387,1560-08-09
file4386,file4427,1560-08-09
file4386,file4438,1560-08-09
file4386,file4426,1560-08-09
file4386,file4404,1560-08-09
file4386,file4412,1560-08-09
file4387,file4396,1560-08-12
file4387,file4405,1560-08-12
file4387,file4427,1560-08-12
file4387,file4438,1560-08-12
file4387,file4426,1560-08-12
file4387,file4444,1560-08-12
file4387,file4404,1560-08-12
file4387,file4412,1560-08-12
file4387,file4435,1560-08-12
file4388,file4449,1560-08-12
file4388,file4423,1560-08-12
file4388,file4433,1560-08-12
file4390,file4406,1560-08-13
file4392,file4402,1560-08-18
file4392,file4419,1560-08-18
file4392,file4403,1560-08-18
file4392,file4434,1560-08-18
file4392,file4394,1560-08-18
file4393,file4430,1560-08-18
file4393,file4458,1560-08-18
file4394,file4402,1560-08-19
file4394,file4419,1560-08-19
file4394,file4403,1560-08-19
file4394,file4434,1560-08-19
file4396,file4460,1560-08-19
file4396,file4438,1560-08-19
file4396,file4426,1560-08-19
file4396,file4427,1560-08-19
file4396,file4444,1560-08-19
file4396,file4404,1560-08-19
file4396,file4412,1560-08-19
file4396,file4435,1560-08-19
file4396,file4453,1560-08-19
file4396,file4405,1560-08-19
file4398,file4421,1560-08-19
file4398,file4422,1560-08-19
file4400,file4401,1560-08-20
file4402,file4434,1560-08-21
file4402,file4419,1560-08-21
file4402,file4403,1560-08-21
file4403,file4419,1560-08-22
file4403,file4434,1560-08-22
file4404,file4453,1560-08-22
file4404,file4405,1560-08-22
file4404,file4460,1560-08-22
file4404,file4427,1560-08-22
file4404,file4438,1560-08-22
file4404,file4426,1560-08-22
file4404,file4444,1560-08-22
file4404,file4412,1560-08-22
file4404,file4435,1560-08-22
file4404,file4461,1560-08-22
file4405,file4412,1560-08-22
file4405,file4435,1560-08-22
file4405,file4461,1560-08-22
file4405,file4453,1560-08-22
file4405,file4460,1560-08-22
file4405,file4427,1560-08-22
file4405,file4438,1560-08-22
file4405,file4426,1560-08-22
file4405,file4444,1560-08-22
file4408,file4428,1560-08-24
file4409,file4446,1560-08-24
file4409,file4445,1560-08-24
file4409,file4447,1560-08-24
file4409,file4455,1560-08-24
file441,file454,1549-02-21
file4410,file4442,1560-08-25
file4410,file4454,1560-08-25
file4412,file4444,1560-08-26
file4412,file4465,1560-08-26
file4412,file4464,1560-08-26
file4412,file4435,1560-08-26
file4412,file4461,1560-08-26
file4412,file4466,1560-08-26
file4412,file4453,1560-08-26
file4412,file4460,1560-08-26
file4412,file4438,1560-08-26
file4412,file4426,1560-08-26
file4412,file4427,1560-08-26
file4413,file4432,1560-08-26
file4419,file4434,1560-08-28
file442,file468,1549-02-22
file442,file461,1549-02-22
file442,file453,1549-02-22
file442,file446,1549-02-22
file4421,file4467,1560-08-28
file4421,file4469,1560-08-28
file4421,file4422,1560-08-28
file4422,file4467,1560-08-28
file4422,file4469,1560-08-28
file4423,file4449,1560-08-28
file4423,file4433,1560-08-28
file4425,file4456,1560-08-30
file4425,file4439,1560-08-30
file4426,file4460,1560-08-30
file4426,file4438,1560-08-30
file4426,file4427,1560-08-30
file4426,file4444,1560-08-30
file4426,file4465,1560-08-30
file4426,file4464,1560-08-30
file4426,file4470,1560-08-30
file4426,file4435,1560-08-30
file4426,file4461,1560-08-30
file4426,file4466,1560-08-30
file4426,file4453,1560-08-30
file4427,file4444,1560-08-30
file4427,file4465,1560-08-30
file4427,file4464,1560-08-30
file4427,file4470,1560-08-30
file4427,file4435,1560-08-30
file4427,file4466,1560-08-30
file4427,file4461,1560-08-30
file4427,file4453,1560-08-30
file4427,file4460,1560-08-30
file4427,file4438,1560-08-30
file443,file476,1549-02-25
file443,file456,1549-02-25
file443,file444,1549-02-25
file443,file464,1549-02-25
file443,file463,1549-02-25
file443,file471,1549-02-25
file4430,file4458,1560-09-01
file4433,file4449,1560-09-02
file4435,file4461,1560-09-03
file4435,file4453,1560-09-03
file4435,file4460,1560-09-03
file4435,file4438,1560-09-03
file4435,file4475,1560-09-03
file4435,file4444,1560-09-03
file4435,file4465,1560-09-03
file4435,file4464,1560-09-03
file4435,file4470,1560-09-03
file4435,file4466,1560-09-03
file4438,file4475,1560-09-05
file4438,file4444,1560-09-05
file4438,file4465,1560-09-05
file4438,file4470,1560-09-05
file4438,file4464,1560-09-05
file4438,file4461,1560-09-05
file4438,file4466,1560-09-05
file4438,file4453,1560-09-05
file4438,file4460,1560-09-05
file4438,file4482,1560-09-05
file4439,file4478,1560-09-06
file4439,file4476,1560-09-06
file4439,file4456,1560-09-06
file444,file471,1549-02-25
file444,file456,1549-02-25
file444,file476,1549-02-25
file444,file464,1549-02-25
file444,file463,1549-02-25
file4440,file4441,1560-09-06
file4442,file4454,1560-09-07
file4444,file4465,1560-09-09
file4444,file4464,1560-09-09
file4444,file4470,1560-09-09
file4444,file4461,1560-09-09
file4444,file4466,1560-09-09
file4444,file4453,1560-09-09
file4444,file4485,1560-09-09
file4444,file4460,1560-09-09
file4444,file4482,1560-09-09
file4444,file4475,1560-09-09
file4445,file4472,1560-09-09
file4445,file4447,1560-09-09
file4445,file4483,1560-09-09
file4445,file4455,1560-09-09
file4445,file4446,1560-09-09
file4446,file4455,1560-09-09
file4446,file4483,1560-09-09
file4446,file4447,1560-09-09
file4446,file4472,1560-09-09
file4447,file4472,1560-09-10
file4447,file4483,1560-09-10
file4447,file4455,1560-09-10
file445,file460,1549-02-26
file445,file452,1549-02-26
file4451,file4457,1560-09-12
file4451,file4452,1560-09-12
file4452,file4457,1560-09-12
file4453,file4465,1560-09-13
file4453,file4464,1560-09-13
file4453,file4470,1560-09-13
file4453,file4466,1560-09-13
file4453,file4461,1560-09-13
file4453,file4485,1560-09-13
file4453,file4460,1560-09-13
file4453,file4482,1560-09-13
file4453,file4475,1560-09-13
file4454,file4492,1560-09-13
file4455,file4483,1560-09-13
file4455,file4472,1560-09-13
file4456,file4490,1560-09-15
file4456,file4478,1560-09-15
file4456,file4498,1560-09-15
file4456,file4476,1560-09-15
file4458,file4486,1560-09-16
file4458,file4480,1560-09-16
file446,file478,1549-02-27
file446,file453,1549-02-27
file446,file461,1549-02-27
file446,file468,1549-02-27
file4460,file4461,1560-09-16
file4460,file4485,1560-09-16
file4460,file4482,1560-09-16
file4460,file4475,1560-09-16
file4460,file4470,1560-09-16
file4460,file4465,1560-09-16
file4460,file4464,1560-09-16
file4460,file4466,1560-09-16
file4461,file4482,1560-09-20
file4461,file4475,1560-09-20
file4461,file4465,1560-09-20
file4461,file4464,1560-09-20
file4461,file4470,1560-09-20
file4461,file4466,1560-09-20
file4461,file4485,1560-09-20
file4464,file4475,1560-09-23
file4464,file4465,1560-09-23
file4464,file4470,1560-09-23
file4464,file4466,1560-09-23
file4464,file4485,1560-09-23
file4464,file4507,1560-09-23
file4464,file4482,1560-09-23
file4465,file4470,1560-09-23
file4465,file4466,1560-09-23
file4465,file4485,1560-09-23
file4465,file4507,1560-09-23
file4465,file4482,1560-09-23
file4465,file4475,1560-09-23
file4466,file4485,1560-09-23
file4466,file4507,1560-09-23
file4466,file4482,1560-09-23
file4466,file4475,1560-09-23
file4466,file4470,1560-09-23
file4467,file4469,1560-09-24
file4470,file4515,1560-09-27
file4470,file4516,1560-09-27
file4470,file4485,1560-09-27
file4470,file4507,1560-09-27
file4470,file4482,1560-09-27
file4470,file4512,1560-09-27
file4470,file4514,1560-09-27
file4470,file4513,1560-09-27
file4470,file4475,1560-09-27
file4470,file4517,1560-09-27
file4472,file4501,1560-09-27
file4472,file4483,1560-09-27
file4474,file4489,1560-09-29
file4475,file4515,1560-09-30
file4475,file4516,1560-09-30
file4475,file4485,1560-09-30
file4475,file4507,1560-09-30
file4475,file4482,1560-09-30
file4475,file4512,1560-09-30
file4475,file4514,1560-09-30
file4475,file4513,1560-09-30
file4475,file4517,1560-09-30
file4475,file4519,1560-09-30
file4476,file4503,1560-10-01
file4476,file4499,1560-10-01
file4476,file4490,1560-10-01
file4476,file4478,1560-10-01
file4476,file4498,1560-10-01
file4478,file4499,1560-10-02
file4478,file4490,1560-10-02
file4478,file4526,1560-10-02
file4478,file4498,1560-10-02
file4478,file4503,1560-10-02
file4480,file4518,1560-10-03
file4480,file4486,1560-10-03
file4480,file4506,1560-10-03
file4481,file4493,1560-10-03
file4481,file4509,1560-10-03
file4482,file4525,1560-10-04
file4482,file4515,1560-10-04
file4482,file4531,1560-10-04
file4482,file4528,1560-10-04
file4482,file4485,1560-10-04
file4482,file4516,1560-10-04
file4482,file4512,1560-10-04
file4482,file4507,1560-10-04
file4482,file4514,1560-10-04
file4482,file4513,1560-10-04
file4482,file4519,1560-10-04
file4482,file4517,1560-10-04
file4482,file4530,1560-10-04
file4483,file4501,1560-10-05
file4484,file4496,1560-10-05
file4484,file4495,1560-10-05
file4484,file4491,1560-10-05
file4485,file4534,1560-10-07
file4485,file4515,1560-10-07
file4485,file4531,1560-10-07
file4485,file4528,1560-10-07
file4485,file4516,1560-10-07
file4485,file4512,1560-10-07
file4485,file4507,1560-10-07
file4485,file4514,1560-10-07
file4485,file4513,1560-10-07
file4485,file4519,1560-10-07
file4485,file4517,1560-10-07
file4485,file4535,1560-10-07
file4485,file4530,1560-10-07
file4485,file4525,1560-10-07
file4486,file4518,1560-10-08
file4486,file4506,1560-10-08
file4487,file4522,1560-10-08
file4487,file4488,1560-10-08
file4488,file4522,1560-10-08
file4490,file4503,1560-10-10
file4490,file4499,1560-10-10
file4490,file4526,1560-10-10
file4490,file4498,1560-10-10
file4491,file4496,1560-10-10
file4491,file4495,1560-10-10
file4492,file4533,1560-10-10
file4492,file4511,1560-10-10
file4493,file4509,1560-10-10
file4495,file4496,1560-10-12
file4498,file4526,1560-10-14
file4498,file4503,1560-10-14
file4498,file4499,1560-10-14
file4499,file4503,1560-10-16
file4499,file4526,1560-10-16
file4499,file4543,1560-10-16
file4500,file4502,1560-10-16
file4500,file4520,1560-10-16
file4500,file4510,1560-10-16
file4501,file4541,1560-10-16
file4502,file4520,1560-10-17
file4502,file4510,1560-10-17
file4503,file4526,1560-10-19
file4503,file4543,1560-10-19
file4505,file4532,1560-10-20
file4506,file4518,1560-10-21
file4506,file4542,1560-10-21
file4507,file4517,1560-10-21
file4507,file4519,1560-10-21
file4507,file4530,1560-10-21
file4507,file4535,1560-10-21
file4507,file4525,1560-10-21
file4507,file4539,1560-10-21
file4507,file4534,1560-10-21
file4507,file4515,1560-10-21
file4507,file4531,1560-10-21
file4507,file4528,1560-10-21
file4507,file4538,1560-10-21
file4507,file4537,1560-10-21
file4507,file4516,1560-10-21
file4507,file4544,1560-10-21
file4507,file4512,1560-10-21
file4507,file4546,1560-10-21
file4507,file4547,1560-10-21
file4507,file4513,1560-10-21
file4507,file4514,1560-10-21
file4508,file4540,1560-10-21
file451,file459,1549-03-05
file4510,file4520,1560-10-22
file4511,file4533,1560-10-22
file4512,file4513,1560-10-24
file4512,file4514,1560-10-24
file4512,file4517,1560-10-24
file4512,file4519,1560-10-24
file4512,file4530,1560-10-24
file4512,file4535,1560-10-24
file4512,file4525,1560-10-24
file4512,file4539,1560-10-24
file4512,file4534,1560-10-24
file4512,file4515,1560-10-24
file4512,file4531,1560-10-24
file4512,file4528,1560-10-24
file4512,file4538,1560-10-24
file4512,file4537,1560-10-24
file4512,file4516,1560-10-24
file4512,file4544,1560-10-24
file4512,file4546,1560-10-24
file4512,file4547,1560-10-24
file4513,file4530,1560-10-25
file4513,file4525,1560-10-25
file4513,file4534,1560-10-25
file4513,file4539,1560-10-25
file4513,file4538,1560-10-25
file4513,file4515,1560-10-25
file4513,file4531,1560-10-25
file4513,file4537,1560-10-25
file4513,file4528,1560-10-25
file4513,file4516,1560-10-25
file4513,file4544,1560-10-25
file4513,file4547,1560-10-25
file4513,file4546,1560-10-25
file4513,file4514,1560-10-25
file4513,file4517,1560-10-25
file4513,file4535,1560-10-25
file4513,file4519,1560-10-25
file4514,file4517,1560-10-25
file4514,file4535,1560-10-25
file4514,file4519,1560-10-25
file4514,file4530,1560-10-25
file4514,file4525,1560-10-25
file4514,file4534,1560-10-25
file4514,file4539,1560-10-25
file4514,file4538,1560-10-25
file4514,file4515,1560-10-25
file4514,file4531,1560-10-25
file4514,file4537,1560-10-25
file4514,file4528,1560-10-25
file4514,file4516,1560-10-25
file4514,file4544,1560-10-25
file4514,file4547,1560-10-25
file4514,file4546,1560-10-25
file4515,file4517,1560-10-25
file4515,file4535,1560-10-25
file4515,file4519,1560-10-25
file4515,file4530,1560-10-25
file4515,file4525,1560-10-25
file4515,file4534,1560-10-25
file4515,file4539,1560-10-25
file4515,file4538,1560-10-25
file4515,file4531,1560-10-25
file4515,file4537,1560-10-25
file4515,file4528,1560-10-25
file4515,file4516,1560-10-25
file4515,file4544,1560-10-25
file4515,file4547,1560-10-25
file4515,file4546,1560-10-25
file4516,file4546,1560-10-25
file4516,file4547,1560-10-25
file4516,file4517,1560-10-25
file4516,file4535,1560-10-25
file4516,file4519,1560-10-25
file4516,file4530,1560-10-25
file4516,file4525,1560-10-25
file4516,file4539,1560-10-25
file4516,file4534,1560-10-25
file4516,file4531,1560-10-25
file4516,file4528,1560-10-25
file4516,file4538,1560-10-25
file4516,file4537,1560-10-25
file4516,file4544,1560-10-25
file4517,file4530,1560-10-25
file4517,file4525,1560-10-25
file4517,file4539,1560-10-25
file4517,file4534,1560-10-25
file4517,file4531,1560-10-25
file4517,file4528,1560-10-25
file4517,file4538,1560-10-25
file4517,file4537,1560-10-25
file4517,file4544,1560-10-25
file4517,file4546,1560-10-25
file4517,file4547,1560-10-25
file4517,file4519,1560-10-25
file4517,file4535,1560-10-25
file4518,file4542,1560-10-27
file4518,file4551,1560-10-27
file4519,file4547,1560-10-28
file4519,file4555,1560-10-28
file4519,file4535,1560-10-28
file4519,file4530,1560-10-28
file4519,file4525,1560-10-28
file4519,file4534,1560-10-28
file4519,file4539,1560-10-28
file4519,file4538,1560-10-28
file4519,file4531,1560-10-28
file4519,file4537,1560-10-28
file4519,file4528,1560-10-28
file4519,file4544,1560-10-28
file4519,file4546,1560-10-28
file452,file460,1549-03-05
file4525,file4555,1560-11-01
file4525,file4535,1560-11-01
file4525,file4530,1560-11-01
file4525,file4539,1560-11-01
file4525,file4534,1560-11-01
file4525,file4531,1560-11-01
file4525,file4528,1560-11-01
file4525,file4538,1560-11-01
file4525,file4537,1560-11-01
file4525,file4544,1560-11-01
file4525,file4546,1560-11-01
file4525,file4547,1560-11-01
file4525,file4559,1560-11-01
file4526,file4543,1560-11-01
file4528,file4547,1560-11-02
file4528,file4546,1560-11-02
file4528,file4559,1560-11-02
file4528,file4555,1560-11-02
file4528,file4564,1560-11-02
file4528,file4535,1560-11-02
file4528,file4530,1560-11-02
file4528,file4534,1560-11-02
file4528,file4539,1560-11-02
file4528,file4538,1560-11-02
file4528,file4531,1560-11-02
file4528,file4537,1560-11-02
file4528,file4544,1560-11-02
file453,file468,1549-03-07
file453,file461,1549-03-07
file453,file478,1549-03-07
file4530,file4535,1560-11-03
file4530,file4539,1560-11-03
file4530,file4534,1560-11-03
file4530,file4531,1560-11-03
file4530,file4538,1560-11-03
file4530,file4537,1560-11-03
file4530,file4544,1560-11-03
file4530,file4546,1560-11-03
file4530,file4559,1560-11-03
file4530,file4547,1560-11-03
file4530,file4555,1560-11-03
file4530,file4564,1560-11-03
file4531,file4564,1560-11-03
file4531,file4555,1560-11-03
file4531,file4535,1560-11-03
file4531,file4539,1560-11-03
file4531,file4534,1560-11-03
file4531,file4538,1560-11-03
file4531,file4537,1560-11-03
file4531,file4544,1560-11-03
file4531,file4546,1560-11-03
file4531,file4547,1560-11-03
file4531,file4559,1560-11-03
file4533,file4552,1560-11-04
file4534,file4555,1560-11-04
file4534,file4564,1560-11-04
file4534,file4535,1560-11-04
file4534,file4539,1560-11-04
file4534,file4538,1560-11-04
file4534,file4537,1560-11-04
file4534,file4544,1560-11-04
file4534,file4547,1560-11-04
file4534,file4546,1560-11-04
file4534,file4559,1560-11-04
file4535,file4544,1560-11-04
file4535,file4546,1560-11-04
file4535,file4559,1560-11-04
file4535,file4547,1560-11-04
file4535,file4555,1560-11-04
file4535,file4564,1560-11-04
file4535,file4539,1560-11-04
file4535,file4538,1560-11-04
file4535,file4537,1560-11-04
file4537,file4564,1560-11-08
file4537,file4570,1560-11-08
file4537,file4539,1560-11-08
file4537,file4538,1560-11-08
file4537,file4544,1560-11-08
file4537,file4547,1560-11-08
file4537,file4546,1560-11-08
file4537,file4559,1560-11-08
file4537,file4555,1560-11-08
file4538,file4564,1560-11-10
file4538,file4555,1560-11-10
file4538,file4570,1560-11-10
file4538,file4539,1560-11-10
file4538,file4544,1560-11-10
file4538,file4546,1560-11-10
file4538,file4547,1560-11-10
file4538,file4559,1560-11-10
file4539,file4555,1560-11-10
file4539,file4564,1560-11-10
file4539,file4570,1560-11-10
file4539,file4544,1560-11-10
file4539,file4546,1560-11-10
file4539,file4559,1560-11-10
file4539,file4547,1560-11-10
file4540,file4557,1560-11-10
file4541,file4565,1560-11-12
file4541,file4558,1560-11-12
